Marathi,Urdu,Hindi,English,History,Science,Geography,Drawing,Sports,Environmental Studies,Math,Computer,Interest,Recommended Career
39,34,50,35,38,24,50,52,70,61,76,35,Math,Aviation and Aerospace
25,48,30,39,21,39,30,37,45,26,23,20,Urdu,Literature and Education
54,77,62,36,33,33,77,53,54,62,31,72,Urdu,Government and Administrative Services
58,44,36,65,50,78,30,53,54,52,54,30,Science,Education and Academia
35,65,79,44,52,58,48,51,30,31,55,56,Hindi,Literature and Education
46,54,30,52,20,46,50,21,27,41,72,34,Math,Research and Development (R&D)
50,24,78,77,74,48,61,73,69,43,61,35,Hindi,Literature and Education
64,60,62,75,58,57,75,68,75,78,42,78,Environmental Studies,Environmental Scientist
33,28,55,69,52,40,31,37,37,70,38,64,Environmental Studies,Environmental Scientist
55,30,79,80,69,37,70,33,58,69,62,20,English,Media and Journalism
50,72,60,68,62,59,54,74,28,67,25,55,Drawing,Set Designer/Illustrator for Theatre or Film
27,80,73,71,60,67,23,30,77,79,66,20,Urdu,Media and Journalism
37,44,24,75,74,70,40,79,67,23,35,20,Drawing,Animator
52,54,67,43,80,71,78,75,34,29,77,52,History,Archaeologist
51,80,46,39,79,48,78,20,56,75,54,23,Urdu,Government and Administrative Services
73,51,28,34,29,60,25,75,43,56,72,41,Drawing,Fashion Designer
75,45,45,80,42,21,49,29,61,73,35,70,English,Government and Administrative Services
63,23,52,22,43,56,71,52,31,23,69,56,Geography,Meteorologist
80,59,73,68,73,45,24,43,40,80,55,66,Marathi,Government and Administrative Services
72,64,55,69,21,33,73,53,60,58,32,20,Geography,Environmental Consultant
65,20,29,26,24,73,62,77,29,70,22,55,Drawing,Concept Artist
20,45,47,23,73,74,56,70,26,33,21,42,Science,Education and Academia
69,78,70,53,71,27,28,47,69,28,79,65,Math,Aviation and Aerospace
47,34,60,45,71,72,79,25,64,75,41,39,Geography,Geologist
52,70,63,20,59,30,22,70,56,66,49,74,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
62,48,45,36,22,58,37,49,28,74,55,42,Environmental Studies,Environmental Scientist
70,58,28,42,70,32,61,66,40,26,27,49,Marathi,Literature and Education
60,31,31,63,73,30,76,44,53,73,65,76,Geography,Urban and Regional Planner
71,59,28,77,44,76,53,74,33,28,60,53,English,Corporate and Business Communication
66,32,42,37,71,69,29,39,73,25,64,51,Sports,Professional Athlete
68,22,67,69,35,23,70,44,79,28,78,62,Sports,Sports Nutritionist/Dietitian
67,74,29,24,46,71,64,47,41,27,23,78,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
36,62,21,31,76,68,56,76,33,28,74,60,History,Cultural Heritage Manager
45,22,63,40,59,80,70,48,42,22,33,52,Science,Interdisciplinary Fields
37,40,31,30,46,45,76,21,40,58,67,58,Geography,Geologist
67,72,70,70,60,70,24,34,55,25,47,45,Urdu,Government and Administrative Services
51,39,20,42,74,38,33,23,55,38,79,28,Math,Engineering
68,76,68,59,76,20,70,24,46,59,33,43,Urdu,Government and Administrative Services
63,59,68,46,24,56,22,71,66,40,56,55,Drawing,Graphic Designer
24,52,35,72,65,30,43,75,48,40,40,61,Drawing,Product Designer
30,46,27,78,47,51,40,35,24,50,33,80,Computer,Software Developer
44,39,24,27,65,20,41,70,60,64,74,20,Math,Engineering
67,72,30,76,59,77,66,58,33,37,31,67,Science,Research and Development
76,38,26,61,57,75,43,80,30,40,30,31,Drawing,Visual Development Artist
77,62,48,46,28,47,54,67,70,62,53,71,Marathi,Media and Journalism
28,37,25,38,49,65,46,49,43,72,58,74,Computer,Software Developer
63,23,55,56,73,25,60,59,21,35,47,35,History,Cultural Heritage Manager
76,20,48,76,42,21,54,31,78,78,49,24,Sports,Fitness Trainer
76,58,20,29,40,29,65,22,68,23,49,62,Marathi,Entertainment and Arts
24,23,53,66,43,56,76,48,26,43,20,23,Geography,Geotechnical Engineer
63,75,59,76,59,32,73,43,32,75,28,39,English,Entertainment and Arts
46,65,33,33,36,56,65,33,37,20,53,33,Urdu,Media and Journalism
62,62,49,57,22,68,75,39,43,43,27,64,Geography,Cartographer
55,57,64,32,29,27,62,72,35,31,73,67,Math,Architecture
78,46,25,39,22,75,57,58,48,52,37,54,Marathi,Media and Journalism
47,34,64,37,22,49,21,48,21,26,72,59,Math,Aviation and Aerospace
38,25,61,65,69,77,47,65,48,70,21,54,Science,Agriculture and Food Sciences
36,21,25,39,25,74,75,43,21,56,43,47,Geography,Geotechnical Engineer
75,28,23,32,56,46,51,42,27,43,67,41,Marathi,Entertainment and Arts
48,72,47,65,21,49,22,66,62,71,75,41,Math,Engineering
55,47,54,36,25,59,76,20,40,40,50,65,Geography,Cartographer
29,44,57,41,64,40,69,78,43,52,78,60,Drawing,Fashion Designer
40,57,67,29,55,76,55,27,73,40,25,62,Science,Education and Academia
34,49,22,32,28,26,74,43,64,42,22,33,Geography,Environmental Consultant
68,77,40,51,60,42,31,25,67,38,61,75,Urdu,Entertainment and Arts
22,21,37,68,32,36,43,47,26,21,72,69,Math,Research and Development (R&D)
40,46,32,60,28,45,76,40,60,46,78,57,Math,Finance and Investment
35,72,58,73,50,71,26,49,57,54,42,65,English,Literature and Education
29,72,36,28,57,42,80,32,24,66,72,75,Geography,Disaster Management Specialist
33,31,72,80,57,56,68,34,37,49,30,76,English,Entertainment and Arts
49,45,62,65,76,69,63,20,41,21,34,77,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
44,54,53,47,55,65,40,38,51,37,78,50,Math,Engineering
33,50,24,36,73,70,48,78,65,78,80,80,Math,Mathematics and Actuarial Science
23,21,27,29,52,43,60,28,58,28,34,54,Geography,Meteorologist
56,24,30,64,35,23,78,27,25,67,73,30,Geography,Disaster Management Specialist
61,39,57,29,63,42,78,67,38,61,51,33,Geography,Urban and Regional Planner
30,59,47,22,63,51,61,47,46,30,25,71,Computer,Software Developer
51,65,34,48,50,23,28,55,22,26,50,22,Urdu,Literature and Education
32,27,55,31,78,69,79,75,35,39,21,76,Geography,Urban and Regional Planner
29,44,72,21,64,75,39,56,44,21,51,80,Computer,Software Developer
63,46,44,21,72,23,47,69,61,58,67,59,History,Cultural Heritage Manager
78,76,63,31,51,59,38,61,33,79,62,40,Environmental Studies,Environmental Scientist
37,62,22,30,56,29,69,51,74,57,47,54,Sports,Fitness Trainer
39,26,43,27,35,25,72,38,78,78,68,29,Sports,Professional Athlete
46,33,50,47,76,56,44,65,65,29,43,46,History,Archaeologist
39,21,33,68,29,55,20,59,68,65,74,72,Math,Aviation and Aerospace
20,68,75,79,27,71,76,64,37,34,53,59,English,Literature and Education
68,80,22,72,39,50,44,66,69,76,46,56,Urdu,Literature and Education
68,69,44,52,65,21,41,68,44,39,72,58,Math,Engineering
22,41,48,37,24,79,77,77,33,22,51,25,Science,Agriculture and Food Sciences
62,62,72,65,36,64,57,24,42,54,32,21,Hindi,Entertainment and Arts
79,44,75,74,69,35,68,66,62,70,45,35,Marathi,Literature and Education
58,20,58,32,41,30,55,65,54,50,39,60,Drawing,Animator
66,40,70,50,74,64,59,41,47,74,55,25,History,Archaeologist
53,51,32,20,65,44,35,29,66,30,63,32,Sports,Sports Coach
66,76,45,33,55,62,77,46,39,70,32,27,Geography,Geologist
43,71,52,61,57,67,24,72,70,48,26,34,Drawing,Storyboard Artist
38,64,49,78,47,35,67,44,80,32,29,32,Sports,Professional Athlete
46,36,62,70,64,59,40,54,38,80,30,31,Environmental Studies,Environmental Scientist
32,24,77,29,66,24,54,67,79,51,49,57,Sports,Sports Coach
61,56,27,67,43,29,57,74,43,55,53,38,Drawing,Fine Artist
67,41,41,26,20,22,41,36,42,57,62,38,Marathi,Literature and Education
21,59,27,26,69,53,63,47,33,52,33,26,History,Museum Professional
78,27,31,28,57,67,22,45,36,62,51,28,Marathi,Literature and Education
27,39,66,51,76,55,47,54,75,57,35,75,History,Museum Professional
42,54,43,76,30,41,35,51,79,30,37,49,Sports,Sports Coach
50,77,62,48,49,72,53,79,25,28,50,41,Drawing,Set Designer/Illustrator for Theatre or Film
73,23,77,74,75,66,28,52,68,59,45,71,Hindi,Media and Journalism
67,60,46,67,46,22,68,44,50,47,41,72,Computer,Software Developer
27,22,26,36,21,26,29,77,20,77,42,35,Drawing,Graphic Designer
73,24,30,62,43,59,56,39,45,58,56,61,Marathi,Literature and Education
37,38,37,69,72,64,68,62,33,31,66,49,History,Cultural Heritage Manager
47,20,57,21,69,31,28,52,74,77,25,43,Environmental Studies,Environmental Scientist
43,68,75,49,32,54,44,21,31,57,36,69,Hindi,Government and Administrative Services
69,48,34,61,27,43,55,54,77,29,67,75,Sports,Sports Nutritionist/Dietitian
75,64,34,69,71,30,25,66,76,57,55,52,Sports,Sports Nutritionist/Dietitian
66,46,41,61,24,51,29,46,51,79,49,41,Environmental Studies,Environmental Scientist
59,74,47,35,64,66,78,62,23,71,77,66,Geography,Geotechnical Engineer
21,61,72,53,70,65,70,53,49,59,76,51,Math,Aviation and Aerospace
49,58,43,34,38,46,64,31,49,66,45,35,Environmental Studies,Environmental Scientist
33,23,29,31,22,65,73,31,52,58,55,80,Computer,Software Developer
54,38,33,74,69,39,79,51,40,44,74,33,Geography,Geotechnical Engineer
64,67,68,53,62,34,62,43,42,33,62,66,Hindi,Government and Administrative Services
31,68,61,30,48,57,45,50,20,20,55,60,Urdu,Entertainment and Arts
47,22,54,21,26,66,50,73,57,54,27,77,Computer,Software Developer
79,45,62,63,36,53,60,34,76,53,33,49,Marathi,Government and Administrative Services
66,73,35,76,40,73,69,56,58,66,66,34,English,Media and Journalism
34,49,56,30,22,68,77,58,34,54,43,68,Geography,Disaster Management Specialist
41,26,39,53,53,36,27,47,58,24,44,70,Computer,Software Developer
53,64,44,56,68,41,33,68,45,36,55,77,Computer,Software Developer
30,34,31,60,26,62,75,48,62,37,72,57,Geography,Geospatial Analyst
35,25,63,57,68,41,52,47,46,36,32,61,History,Cultural Heritage Manager
40,65,57,80,57,32,54,45,71,49,26,50,English,Literature and Education
57,57,75,40,76,34,78,60,50,41,69,58,Geography,Cartographer
28,57,72,53,69,72,21,35,67,22,21,67,Hindi,Literature and Education
70,41,55,26,76,54,45,37,64,80,26,79,Environmental Studies,Environmental Scientist
30,33,76,80,29,52,55,60,40,41,40,47,English,Literature and Education
70,48,72,20,70,71,24,69,47,23,66,78,Computer,Software Developer
35,23,61,41,76,78,32,47,28,35,70,40,Science,Agriculture and Food Sciences
76,41,26,77,47,76,36,51,31,63,63,25,English,Entertainment and Arts
73,33,47,55,59,37,77,47,56,76,44,79,Computer,Software Developer
72,74,45,34,58,27,36,38,69,57,49,40,Urdu,Government and Administrative Services
50,80,68,73,25,51,72,66,22,72,41,40,Urdu,Government and Administrative Services
31,34,79,48,34,77,32,78,71,46,48,20,Hindi,Entertainment and Arts
54,55,39,80,78,62,28,32,25,70,72,70,English,Corporate and Business Communication
50,55,31,34,39,77,71,22,50,45,34,41,Science,Healthcare and Medicine
47,56,57,74,40,42,22,67,35,61,39,37,English,Literature and Education
55,73,68,30,43,33,51,24,52,23,51,51,Urdu,Literature and Education
42,61,24,30,31,30,24,25,74,27,42,63,Sports,Sports Coach
69,43,32,32,62,62,76,56,62,62,29,20,Geography,Geologist
48,20,44,25,58,79,49,67,35,52,59,63,Science,Healthcare and Medicine
25,36,36,63,51,54,79,44,48,73,61,27,Geography,Geotechnical Engineer
33,54,49,24,56,21,51,48,22,80,79,57,Environmental Studies,Environmental Scientist
76,41,79,32,73,67,56,41,36,41,36,22,Hindi,Government and Administrative Services
67,71,52,67,30,29,20,41,63,55,49,23,Urdu,Literature and Education
56,44,56,61,40,60,20,22,76,76,75,26,Sports,Professional Athlete
58,52,26,27,36,35,24,21,70,33,23,67,Sports,Sports Coach
31,78,69,36,75,53,39,47,75,67,71,76,Urdu,Media and Journalism
29,44,29,74,63,38,79,41,76,63,30,79,Geography,Environmental Consultant
52,27,64,22,74,80,59,20,57,44,44,72,Science,Allied Healthcare Professions
33,43,66,28,25,61,22,66,80,21,21,41,Sports,Physical Therapist
47,29,31,40,48,65,43,68,41,34,40,35,Drawing,Animator
59,79,25,46,51,25,23,52,57,70,67,49,Urdu,Literature and Education
63,35,25,40,37,39,69,31,54,48,47,21,Geography,Geologist
33,63,72,63,65,30,74,54,52,43,47,75,Computer,Software Developer
33,62,78,44,47,44,72,37,54,51,22,59,Hindi,Media and Journalism
40,27,80,33,54,34,77,41,76,50,74,31,Hindi,Literature and Education
47,49,69,63,30,77,80,46,43,61,48,68,Geography,Environmental Consultant
68,76,48,66,41,62,32,48,38,70,37,66,Urdu,Government and Administrative Services
70,67,49,70,45,50,33,53,42,30,58,52,Marathi,Media and Journalism
73,27,40,44,64,52,35,53,72,20,21,25,Marathi,Media and Journalism
41,75,75,40,37,77,53,40,43,62,72,29,Science,Interdisciplinary Fields
68,76,76,33,24,50,24,48,25,51,70,45,Urdu,Literature and Education
29,27,58,61,68,30,23,60,20,21,49,65,History,Museum Professional
78,33,71,68,49,68,58,76,77,44,35,24,Marathi,Entertainment and Arts
78,75,29,79,39,35,59,76,74,31,42,41,English,Media and Journalism
52,56,60,56,43,72,44,72,64,73,32,36,Environmental Studies,Environmental Scientist
40,55,71,35,49,62,63,47,45,50,66,23,Hindi,Literature and Education
61,29,70,31,72,55,48,37,63,76,76,68,Environmental Studies,Environmental Scientist
52,23,65,64,80,36,75,38,48,30,32,34,History,Genealogist
66,58,51,32,31,77,57,75,79,70,39,20,Sports,Physical Therapist
34,54,48,35,54,53,65,34,49,57,75,77,Computer,Software Developer
50,79,45,60,76,64,59,55,36,29,77,21,Urdu,Entertainment and Arts
72,41,31,31,58,49,38,50,49,25,60,36,Marathi,Government and Administrative Services
58,36,65,39,32,26,23,59,62,65,69,74,Computer,Software Developer
68,77,48,36,73,36,62,21,80,21,62,34,Sports,Sports Coach
58,22,34,51,46,50,80,44,37,54,56,62,Geography,Urban and Regional Planner
80,72,74,61,73,38,36,42,35,55,68,21,Marathi,Government and Administrative Services
64,66,47,49,28,77,68,39,71,35,23,57,Science,Healthcare and Medicine
53,70,41,30,79,58,46,44,31,25,44,24,History,Cultural Heritage Manager
44,48,29,58,45,45,55,53,42,73,25,46,Environmental Studies,Environmental Scientist
58,37,20,37,21,50,77,42,72,49,55,65,Geography,Urban and Regional Planner
69,58,24,60,71,48,33,47,56,48,38,41,History,Museum Professional
61,25,55,74,77,68,71,58,74,69,71,59,History,Archaeologist
71,67,47,54,44,62,47,42,75,70,37,60,Sports,Physical Therapist
51,58,77,79,41,77,55,45,55,31,33,20,English,Literature and Education
74,62,65,69,80,42,72,24,35,46,54,38,History,Historian
75,46,24,73,60,74,30,50,57,76,41,35,Environmental Studies,Environmental Scientist
27,60,40,36,48,65,42,50,64,70,68,61,Environmental Studies,Environmental Scientist
24,71,44,39,53,38,48,65,76,59,62,72,Sports,Physical Therapist
24,37,63,69,45,61,41,59,53,47,45,68,English,Media and Journalism
66,77,74,60,34,63,75,66,47,34,69,77,Urdu,Government and Administrative Services
29,71,45,74,41,32,21,48,25,24,28,23,English,Media and Journalism
63,29,68,20,63,80,58,68,23,43,78,56,Science,Interdisciplinary Fields
76,77,50,45,80,50,48,51,62,66,61,29,History,Archaeologist
77,67,21,60,28,55,56,61,40,21,22,77,Marathi,Literature and Education
61,65,44,78,73,29,78,23,20,41,48,62,English,Government and Administrative Services
52,79,53,66,20,40,55,33,45,27,56,41,Urdu,Entertainment and Arts
53,47,38,31,28,35,78,47,60,51,46,21,Geography,Disaster Management Specialist
24,66,66,69,66,61,38,31,50,25,30,77,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
22,38,42,20,28,31,52,29,73,51,50,66,Sports,Professional Athlete
70,51,63,43,34,63,21,75,71,27,47,72,Drawing,Animator
55,56,59,64,72,73,39,58,28,44,32,23,Science,Interdisciplinary Fields
42,70,49,26,34,36,40,26,77,71,60,77,Sports,Sports Nutritionist/Dietitian
75,60,79,43,77,53,35,35,37,22,21,76,Hindi,Entertainment and Arts
37,32,28,51,46,35,51,57,71,73,54,69,Environmental Studies,Environmental Scientist
21,55,29,23,55,67,67,63,79,29,33,35,Sports,Sports Nutritionist/Dietitian
48,36,50,45,59,20,26,40,49,42,32,32,History,Cultural Heritage Manager
48,33,53,73,27,69,55,26,60,40,20,63,English,Corporate and Business Communication
64,55,36,78,26,29,47,31,35,26,29,67,English,Media and Journalism
64,33,26,24,28,44,44,51,53,55,51,40,Marathi,Entertainment and Arts
26,74,51,78,80,57,43,36,72,27,36,67,History,Museum Professional
45,24,60,23,30,49,63,33,50,42,29,68,Computer,Software Developer
48,68,31,59,79,35,49,37,44,45,32,29,History,Museum Professional
56,21,21,51,44,78,24,66,56,49,46,48,Science,Healthcare and Medicine
52,35,28,78,27,62,24,53,26,72,75,44,English,Literature and Education
60,31,53,37,52,34,67,37,36,61,37,71,Computer,Software Developer
36,35,64,28,60,28,24,46,39,78,58,72,Environmental Studies,Environmental Scientist
46,20,26,64,60,79,78,31,63,37,79,53,Science,Research and Development
75,46,79,33,57,50,67,78,68,35,69,69,Hindi,Media and Journalism
47,53,48,70,38,74,31,31,40,56,47,32,Science,Agriculture and Food Sciences
44,75,76,71,22,63,68,63,24,36,63,77,Computer,Software Developer
58,53,43,80,49,70,41,46,39,77,29,47,English,Corporate and Business Communication
38,41,77,40,23,54,24,38,63,63,22,75,Hindi,Literature and Education
60,45,60,50,69,71,40,54,63,20,40,78,Computer,Software Developer
54,39,22,49,31,27,73,73,54,55,35,21,Geography,Urban and Regional Planner
30,80,20,74,36,24,24,45,67,44,24,64,Urdu,Government and Administrative Services
65,29,71,62,22,37,50,69,72,69,76,31,Math,Architecture
30,50,70,28,49,78,56,23,62,46,64,20,Science,Healthcare and Medicine
29,38,43,30,63,65,22,49,67,79,73,70,Environmental Studies,Environmental Scientist
62,38,61,55,56,29,45,37,44,21,67,52,Math,Architecture
74,77,58,55,40,67,71,74,33,22,56,53,Urdu,Entertainment and Arts
21,53,61,76,57,70,74,59,60,30,51,25,English,Corporate and Business Communication
35,72,31,50,50,23,76,25,63,65,39,33,Geography,Cartographer
41,61,35,56,50,73,39,74,75,46,45,55,Sports,Sports Nutritionist/Dietitian
54,75,31,25,39,37,74,65,75,48,53,51,Urdu,Literature and Education
39,74,52,57,70,60,50,79,74,67,58,37,Drawing,3D Artist
45,38,42,37,60,62,26,73,66,73,46,79,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
63,32,65,50,77,24,27,29,54,44,42,58,History,Museum Professional
43,52,41,46,66,77,42,74,25,40,32,25,Science,Healthcare and Medicine
64,23,30,42,47,70,30,74,26,75,76,77,Computer,Software Developer
74,59,48,34,21,29,33,38,59,26,79,36,Math,Finance and Investment
35,71,67,26,64,70,46,55,71,37,43,25,Urdu,Entertainment and Arts
66,31,42,44,57,45,54,72,73,44,36,27,Sports,Physical Therapist
42,30,44,28,67,48,25,73,45,38,31,35,Drawing,Graphic Designer
31,25,42,57,65,23,35,49,39,61,75,76,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
44,66,46,63,65,53,76,76,41,22,33,42,Geography,Disaster Management Specialist
66,56,80,43,32,71,32,47,63,58,25,61,Hindi,Entertainment and Arts
24,42,51,64,79,80,25,51,21,65,48,49,Science,Allied Healthcare Professions
37,36,22,56,54,33,47,31,76,20,39,38,Sports,Sports Nutritionist/Dietitian
74,77,69,44,59,74,58,59,62,72,38,70,Urdu,Government and Administrative Services
27,71,45,26,39,48,67,65,69,28,41,47,Urdu,Entertainment and Arts
23,63,61,60,43,51,55,21,72,68,64,74,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
27,32,35,80,26,68,39,28,48,33,40,38,English,Corporate and Business Communication
34,59,34,31,37,73,50,50,32,62,67,41,Science,Healthcare and Medicine
53,31,77,43,43,21,21,29,61,47,72,34,Hindi,Entertainment and Arts
20,20,47,78,58,51,75,71,22,62,45,71,English,Entertainment and Arts
36,44,28,70,22,39,71,24,56,38,20,59,Geography,Geographic Information Systems (GIS) Specialist
66,71,73,42,77,41,29,36,44,24,51,49,History,Genealogist
22,25,39,46,22,27,34,34,75,45,47,56,Sports,Sports Coach
79,35,46,49,61,26,44,60,21,60,29,78,Marathi,Literature and Education
48,29,72,63,27,56,54,60,53,70,78,55,Math,Aviation and Aerospace
51,32,36,76,65,44,77,59,34,52,21,30,Geography,Geospatial Analyst
58,59,34,48,69,20,77,28,58,70,70,70,Geography,Archaeologist
41,48,39,54,64,58,36,70,26,56,33,63,Drawing,Graphic Designer
59,48,59,80,35,57,41,56,48,54,48,65,English,Entertainment and Arts
79,22,71,76,26,24,60,41,60,45,34,80,Computer,Software Developer
61,37,27,24,62,66,67,54,40,76,45,42,Environmental Studies,Environmental Scientist
48,60,40,53,65,51,69,36,54,66,68,27,Geography,Environmental Consultant
22,77,49,27,23,53,54,80,39,38,62,59,Drawing,Comic Artist/Cartoonist
28,26,76,33,37,32,63,65,29,41,58,80,Computer,Software Developer
49,68,71,25,39,44,55,56,52,49,62,30,Hindi,Literature and Education
27,79,39,70,70,79,21,74,50,63,37,39,Urdu,Entertainment and Arts
26,35,58,42,45,71,62,23,39,26,36,71,Science,Research and Development
46,66,70,38,64,39,56,32,30,46,20,41,Hindi,Entertainment and Arts
50,38,70,61,76,28,73,65,34,35,21,75,History,Archaeologist
60,42,32,58,80,31,64,70,61,66,38,38,History,Archaeologist
52,62,59,41,28,77,62,59,55,51,70,41,Science,Research and Development
67,48,55,38,24,58,26,37,78,24,77,51,Sports,Sports Coach
66,36,48,44,20,57,42,24,76,65,50,63,Sports,Sports Coach
51,30,60,68,44,34,48,68,67,77,41,70,Environmental Studies,Environmental Scientist
29,31,21,54,59,26,44,58,56,34,32,23,History,Historian
56,44,30,29,53,34,33,40,24,67,30,50,Environmental Studies,Environmental Scientist
34,29,44,77,56,39,74,20,35,47,57,66,English,Government and Administrative Services
22,48,71,30,55,66,57,45,41,20,32,69,Hindi,Government and Administrative Services
49,21,28,24,43,72,28,26,45,43,22,30,Science,Research and Development
51,63,37,80,20,64,36,31,37,50,37,34,English,Literature and Education
42,22,70,53,28,61,38,50,20,35,47,80,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
59,70,50,40,40,50,32,31,29,41,68,77,Computer,Software Developer
33,43,76,72,69,38,40,60,59,23,45,70,Hindi,Entertainment and Arts
63,23,63,66,79,56,49,30,68,56,50,27,History,Cultural Heritage Manager
59,36,75,34,77,36,29,63,53,40,54,45,History,Cultural Heritage Manager
65,52,52,23,56,62,59,38,25,37,31,50,Marathi,Media and Journalism
52,75,34,78,55,41,65,64,72,21,64,21,English,Literature and Education
66,24,52,39,42,38,29,64,24,76,28,62,Environmental Studies,Environmental Scientist
28,29,79,43,78,43,52,69,34,76,45,44,Hindi,Government and Administrative Services
26,26,63,23,76,23,65,43,69,31,67,39,History,Documentary Filmmaker
65,74,47,75,70,21,58,22,67,69,63,69,English,Entertainment and Arts
36,38,48,25,25,55,62,48,75,41,75,76,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
20,66,35,40,31,36,53,33,71,24,60,31,Sports,Sports Nutritionist/Dietitian
51,46,79,28,20,46,31,60,66,76,40,57,Hindi,Entertainment and Arts
34,31,39,63,41,22,63,52,62,68,22,52,Environmental Studies,Environmental Scientist
66,78,61,69,65,61,64,73,23,26,49,69,Urdu,Media and Journalism
27,48,71,21,65,59,73,24,54,73,39,43,Geography,Archaeologist
46,76,61,46,43,20,53,30,76,31,76,35,Urdu,Literature and Education
21,65,55,80,37,62,36,75,40,36,32,62,English,Media and Journalism
61,45,78,64,73,46,31,33,46,20,21,53,Hindi,Government and Administrative Services
72,74,66,36,64,46,28,58,36,32,53,34,Urdu,Entertainment and Arts
36,42,23,78,34,56,72,60,77,23,32,65,English,Corporate and Business Communication
28,27,65,28,28,53,48,22,33,58,66,49,Math,Mathematics and Actuarial Science
25,28,46,50,45,44,42,44,27,75,23,43,Environmental Studies,Environmental Scientist
49,27,41,77,41,52,58,80,22,31,60,24,Drawing,Storyboard Artist
56,25,60,43,27,36,54,69,77,37,40,79,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
69,70,71,66,60,29,67,65,27,72,20,20,Environmental Studies,Environmental Scientist
61,38,55,80,75,48,25,71,64,38,46,29,English,Entertainment and Arts
37,78,63,29,55,32,47,32,32,62,36,40,Urdu,Government and Administrative Services
55,74,77,77,64,71,26,77,49,53,28,75,Hindi,Government and Administrative Services
38,63,44,64,37,69,78,70,23,62,58,52,Geography,Archaeologist
55,73,57,53,40,28,80,65,26,77,35,33,Geography,Geotechnical Engineer
58,47,20,41,74,71,28,52,40,70,66,65,History,Documentary Filmmaker
31,38,79,72,27,52,80,52,51,59,20,77,Geography,Meteorologist
30,78,43,25,22,80,68,44,28,30,40,79,Science,Research and Development
64,28,74,22,42,26,53,27,47,77,37,33,Environmental Studies,Environmental Scientist
61,64,76,54,36,26,65,30,75,24,21,37,Hindi,Entertainment and Arts
40,80,73,65,45,35,32,27,30,79,27,28,Urdu,Entertainment and Arts
38,44,80,26,57,61,25,33,33,56,77,30,Hindi,Literature and Education
51,78,80,39,71,66,20,79,21,65,47,61,Hindi,Literature and Education
67,34,29,69,28,51,48,77,41,79,30,24,Environmental Studies,Environmental Scientist
32,34,27,46,32,73,66,73,41,23,33,53,Science,Agriculture and Food Sciences
28,68,26,53,58,36,49,56,44,77,33,78,Computer,Software Developer
34,47,60,34,24,22,26,69,72,59,27,21,Sports,Fitness Trainer
52,39,26,80,64,73,75,47,35,22,57,77,English,Media and Journalism
68,53,20,47,57,68,78,75,56,35,57,46,Geography,Meteorologist
22,74,42,75,58,21,25,24,59,51,72,54,English,Entertainment and Arts
28,80,38,37,34,55,76,75,26,78,25,59,Urdu,Media and Journalism
69,25,69,41,78,42,60,38,44,71,57,64,History,Historian
79,25,46,74,22,66,32,26,47,45,45,44,Marathi,Literature and Education
54,24,74,52,38,77,49,40,50,45,51,61,Science,Interdisciplinary Fields
69,55,63,34,71,54,22,45,61,45,46,53,History,Historian
76,64,70,64,32,52,47,43,72,67,75,41,Marathi,Entertainment and Arts
51,67,61,78,76,62,27,69,57,74,60,43,English,Literature and Education
71,45,41,32,69,63,50,22,51,61,64,72,Computer,Software Developer
76,40,65,69,59,79,60,80,23,40,60,74,Drawing,Storyboard Artist
47,26,66,59,28,49,41,56,27,37,79,65,Math,Architecture
34,68,72,33,53,59,77,21,65,69,52,72,Geography,Geospatial Analyst
59,55,65,55,50,42,78,40,24,47,48,44,Geography,Disaster Management Specialist
46,62,46,20,56,68,75,31,80,45,34,67,Sports,Sports Coach
41,67,37,51,36,61,31,42,24,50,78,64,Math,Aviation and Aerospace
53,68,45,80,25,60,66,77,64,23,45,48,English,Corporate and Business Communication
42,75,48,47,61,31,39,69,25,35,72,64,Urdu,Entertainment and Arts
29,43,29,41,33,34,74,51,56,48,73,33,Geography,Cartographer
21,64,57,52,22,40,24,70,75,29,67,21,Sports,Fitness Trainer
79,45,72,68,25,61,21,36,66,71,76,21,Marathi,Media and Journalism
21,72,77,24,76,58,56,74,45,68,62,45,Hindi,Government and Administrative Services
48,61,50,41,69,42,46,52,76,43,71,41,Sports,Sports Coach
53,67,37,42,56,23,53,71,47,75,29,67,Environmental Studies,Environmental Scientist
79,22,51,55,53,30,50,68,33,42,43,62,Marathi,Literature and Education
45,58,50,54,50,35,65,79,31,29,30,24,Drawing,3D Artist
73,73,45,48,29,68,73,45,50,64,68,40,Marathi,Media and Journalism
55,70,22,77,42,58,49,23,29,75,75,49,English,Government and Administrative Services
31,64,63,56,69,48,46,27,59,39,54,30,History,Museum Professional
77,39,67,23,59,36,47,45,37,65,80,26,Math,Mathematics and Actuarial Science
61,44,80,26,34,62,20,30,41,67,45,31,Hindi,Media and Journalism
