Marathi,Urdu,Hindi,English,History,Science,Geography,Drawing,Sports,Environmental Studies,Math,Computer,Interest,Recommended Career
42,86,33,80,79,77,43,38,75,69,44,57,Urdu,Government and Administrative Services
55,39,55,33,34,71,53,73,55,49,45,42,Drawing,Product Designer
88,71,55,58,61,84,86,47,33,85,51,65,Marathi,Entertainment and Arts
82,90,30,77,89,47,83,70,46,83,45,49,Urdu,Entertainment and Arts
68,80,90,72,45,46,67,63,55,88,30,90,Hindi,Literature and Education
45,39,63,42,57,55,33,73,55,50,40,76,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
38,55,61,63,50,39,83,56,37,82,57,88,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
49,39,39,84,37,86,70,46,89,52,85,81,Sports,Sports Nutritionist/Dietitian
35,60,80,42,51,65,58,54,70,59,81,76,Math,Research and Development (R&D)
58,90,70,39,82,72,69,56,44,82,89,87,Urdu,Government and Administrative Services
38,66,82,82,74,37,64,46,68,30,90,80,Math,Research and Development (R&D)
62,72,74,67,64,35,68,43,44,54,40,80,Computer,Software Developer
65,34,61,82,54,72,43,32,65,53,36,62,English,Literature and Education
71,78,46,84,40,56,76,47,64,56,69,72,English,Government and Administrative Services
33,80,32,33,65,44,75,73,42,64,72,36,Urdu,Government and Administrative Services
39,64,57,62,83,90,73,51,79,31,42,71,Science,Allied Healthcare Professions
61,87,71,37,56,90,78,50,78,40,36,57,Science,Agriculture and Food Sciences
77,43,77,55,57,61,57,53,90,30,67,84,Sports,Sports Coach
84,40,83,83,57,81,37,30,78,43,66,75,Marathi,Government and Administrative Services
68,40,68,70,70,68,64,69,76,46,86,50,Math,Research and Development (R&D)
61,43,45,37,71,82,75,50,30,47,51,65,Science,Healthcare and Medicine
56,36,41,69,50,72,73,47,69,86,47,30,Environmental Studies,Environmental Scientist
62,87,53,78,53,65,31,45,36,76,89,34,Math,Architecture
30,36,31,54,59,58,47,60,90,48,87,76,Sports,Professional Athlete
90,67,58,46,84,72,77,84,58,43,75,69,Marathi,Entertainment and Arts
56,68,42,58,57,34,35,47,51,42,47,54,Urdu,Media and Journalism
47,32,81,60,75,63,83,89,36,74,68,63,Drawing,Storyboard Artist
37,69,83,52,49,85,45,75,72,85,72,45,Science,Education and Academia
66,33,73,71,50,76,34,71,65,61,44,85,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
62,84,83,51,85,50,70,30,59,88,49,71,Environmental Studies,Environmental Scientist
59,32,70,33,63,56,33,46,66,81,86,46,Math,Research and Development (R&D)
74,74,89,73,84,80,65,73,40,78,88,47,Hindi,Media and Journalism
34,51,57,63,77,89,38,56,49,55,51,86,Science,Research and Development
76,87,31,90,81,58,59,63,79,48,88,74,English,Literature and Education
34,72,78,30,34,35,61,76,37,70,71,31,Hindi,Media and Journalism
54,60,77,49,55,72,36,82,51,69,55,51,Drawing,Product Designer
69,71,79,37,56,48,64,83,55,47,78,83,Drawing,Visual Development Artist
62,65,49,59,49,37,61,77,40,81,87,86,Math,Engineering
46,87,35,83,45,39,39,33,89,54,86,73,Sports,Professional Athlete
50,33,59,31,63,77,52,48,87,70,77,62,Sports,Sports Nutritionist/Dietitian
61,67,41,55,89,79,41,43,79,46,72,81,History,Cultural Heritage Manager
52,67,67,74,44,82,46,55,85,89,39,36,Environmental Studies,Environmental Scientist
69,77,81,44,77,42,75,62,44,31,88,42,Math,Architecture
61,86,44,69,49,68,50,53,59,46,78,34,Urdu,Media and Journalism
36,77,54,71,32,55,33,67,81,56,68,78,Sports,Physical Therapist
37,64,31,66,49,38,40,53,36,85,55,62,Environmental Studies,Environmental Scientist
71,38,73,58,65,48,35,32,42,68,62,85,Computer,Software Developer
52,42,88,32,62,54,40,88,41,79,76,65,Hindi,Entertainment and Arts
33,90,75,63,81,72,72,52,49,74,72,69,Urdu,Media and Journalism
72,49,57,32,74,45,55,52,71,67,74,35,History,Cultural Heritage Manager
32,42,67,32,73,47,55,48,78,47,90,37,Math,Engineering
60,48,84,67,59,41,70,88,30,33,33,64,Drawing,Animator
55,32,47,38,77,69,43,69,48,34,87,89,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
55,76,80,77,71,73,42,57,67,61,65,46,Hindi,Entertainment and Arts
46,71,83,57,87,66,84,86,55,44,61,83,History,Genealogist
73,50,55,51,30,41,83,90,72,81,83,35,Drawing,Animator
86,55,66,89,51,32,64,57,70,76,63,64,English,Government and Administrative Services
50,44,78,42,61,71,40,33,69,80,88,51,Math,Finance and Investment
68,76,40,30,84,45,37,45,77,55,58,83,History,Cultural Heritage Manager
30,84,53,40,51,73,48,31,78,81,65,78,Urdu,Entertainment and Arts
42,35,69,86,71,80,59,78,40,57,88,79,Math,Engineering
46,69,74,40,87,62,74,72,48,52,37,58,History,Cultural Heritage Manager
65,52,90,40,69,82,40,42,69,82,54,76,Hindi,Media and Journalism
75,43,89,51,84,40,35,69,88,47,77,33,Hindi,Entertainment and Arts
49,72,72,32,50,50,82,52,76,36,44,62,Geography,Geographic Information Systems (GIS) Specialist
77,44,59,42,80,59,39,63,69,57,46,60,History,Genealogist
70,53,63,84,68,35,34,76,47,79,58,88,Computer,Software Developer
45,48,88,68,76,32,72,40,30,50,79,33,Hindi,Entertainment and Arts
78,40,88,56,43,69,45,43,78,71,40,76,Hindi,Media and Journalism
80,40,88,43,68,82,87,63,59,47,43,71,Hindi,Literature and Education
42,76,31,72,59,61,51,53,89,67,40,44,Sports,Sports Coach
59,30,47,86,87,48,66,77,77,69,81,60,History,Cultural Heritage Manager
47,57,47,81,37,87,30,36,45,54,50,71,Science,Healthcare and Medicine
48,67,62,49,57,33,41,40,70,59,80,64,Math,Finance and Investment
76,66,68,41,34,38,49,55,68,71,79,88,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
86,81,34,77,57,90,85,78,58,53,85,51,Science,Agriculture and Food Sciences
58,56,87,36,39,90,31,32,84,54,45,40,Science,Education and Academia
45,58,64,86,72,65,44,53,39,33,77,69,English,Media and Journalism
52,30,66,60,52,66,70,52,63,54,74,39,Math,Architecture
45,34,90,71,41,67,42,30,71,63,43,56,Hindi,Literature and Education
66,85,39,56,46,74,77,86,62,68,90,60,Math,Mathematics and Actuarial Science
74,66,77,60,47,50,77,63,78,30,69,79,Computer,Software Developer
63,37,68,83,32,46,70,37,65,40,89,56,Math,Engineering
82,46,52,82,57,75,35,40,57,36,62,54,Marathi,Government and Administrative Services
45,90,78,74,45,47,49,68,69,59,66,51,Urdu,Literature and Education
77,33,79,51,38,61,42,44,76,38,85,57,Math,Finance and Investment
65,76,47,75,62,39,72,63,63,38,84,70,Math,Finance and Investment
85,77,82,32,36,40,42,68,55,47,57,35,Marathi,Government and Administrative Services
43,90,84,71,65,64,80,39,81,56,72,54,Urdu,Literature and Education
88,80,79,69,79,90,35,41,46,66,88,30,Science,Interdisciplinary Fields
86,88,85,76,62,85,73,56,55,71,32,71,Urdu,Media and Journalism
69,48,38,43,77,54,54,73,37,87,90,82,Math,Engineering
69,54,78,75,59,41,31,80,37,77,63,78,Drawing,Set Designer/Illustrator for Theatre or Film
87,76,71,79,58,60,80,73,30,77,88,39,Math,Mathematics and Actuarial Science
60,55,59,56,58,74,68,62,76,45,82,62,Math,Engineering
80,67,87,78,48,58,40,79,82,79,58,77,Hindi,Literature and Education
55,88,85,44,33,48,50,39,52,69,38,57,Urdu,Literature and Education
47,77,50,67,42,51,71,39,31,81,79,75,Environmental Studies,Environmental Scientist
36,70,75,61,86,62,38,56,90,57,51,54,Sports,Sports Coach
50,52,75,56,71,58,59,33,36,58,88,89,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
63,73,50,53,80,66,54,46,71,74,42,78,History,Archaeologist
86,43,71,88,86,61,48,89,51,76,46,61,Drawing,Graphic Designer
58,72,89,90,39,78,51,70,71,66,37,55,English,Corporate and Business Communication
48,41,39,44,45,42,84,77,34,65,50,88,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
77,59,64,76,71,48,74,87,52,67,45,31,Drawing,Fashion Designer
68,69,88,84,76,65,43,51,74,58,64,64,Hindi,Government and Administrative Services
73,81,56,80,78,57,80,47,71,31,89,58,Math,Mathematics and Actuarial Science
78,76,68,89,62,47,78,74,47,56,44,30,English,Media and Journalism
87,69,44,51,62,64,36,49,59,39,51,46,Marathi,Government and Administrative Services
71,78,56,57,50,86,41,56,68,55,65,60,Science,Healthcare and Medicine
40,46,90,32,35,65,35,44,45,68,80,88,Hindi,Media and Journalism
53,58,87,40,80,42,39,36,61,79,44,66,Hindi,Media and Journalism
55,74,57,42,63,61,80,67,72,76,51,32,Geography,Geographic Information Systems (GIS) Specialist
59,43,80,31,72,67,32,77,79,89,35,44,Environmental Studies,Environmental Scientist
54,78,58,31,48,46,42,41,49,68,73,68,Urdu,Government and Administrative Services
48,90,38,79,42,31,51,73,76,37,69,62,Urdu,Government and Administrative Services
42,56,63,84,45,43,85,86,31,83,51,76,Drawing,Set Designer/Illustrator for Theatre or Film
50,77,36,70,70,53,30,40,36,79,76,48,Environmental Studies,Environmental Scientist
41,39,57,78,66,80,32,45,56,42,49,89,Computer,Software Developer
68,60,78,60,74,72,86,56,73,59,50,84,Geography,Urban and Regional Planner
31,38,33,55,84,73,86,57,55,41,35,88,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
54,45,44,61,87,38,68,51,73,44,53,44,History,Historian
48,40,51,84,44,89,51,87,85,42,68,86,Science,Education and Academia
77,76,70,44,61,58,78,46,66,59,62,49,Geography,Geologist
80,71,71,37,77,65,43,90,62,82,68,46,Drawing,Animator
67,78,31,57,56,33,42,61,64,44,32,55,Urdu,Literature and Education
64,53,51,87,76,34,32,45,57,32,62,86,English,Literature and Education
48,59,84,54,62,37,48,75,51,52,48,86,Computer,Software Developer
67,86,57,80,52,81,62,63,60,60,85,85,Urdu,Media and Journalism
42,76,40,47,85,45,35,66,68,36,38,88,Computer,Software Developer
69,65,83,73,61,61,40,54,76,54,57,79,Hindi,Media and Journalism
47,76,78,42,31,58,72,43,41,54,84,62,Math,Finance and Investment
90,41,39,69,33,48,51,66,61,64,36,90,Marathi,Literature and Education
77,64,43,83,88,32,55,49,66,54,79,38,History,Archaeologist
78,81,72,68,62,42,34,46,45,30,58,62,Urdu,Literature and Education
87,67,68,34,71,77,56,58,32,31,33,83,Marathi,Media and Journalism
45,67,41,62,86,57,46,34,57,61,37,30,History,Historian
49,51,81,50,40,69,64,30,89,39,74,62,Sports,Sports Coach
64,84,49,50,79,78,60,79,75,61,42,49,Urdu,Literature and Education
54,79,42,46,36,56,69,88,68,83,48,64,Drawing,Set Designer/Illustrator for Theatre or Film
74,67,89,54,85,62,33,30,76,57,69,82,Hindi,Entertainment and Arts
89,58,35,46,37,71,87,69,55,55,76,60,Marathi,Entertainment and Arts
52,33,43,37,80,58,85,82,89,56,65,69,Sports,Sports Coach
80,84,78,32,76,39,48,81,54,78,58,41,Urdu,Entertainment and Arts
75,45,48,80,35,48,66,40,77,35,42,73,English,Entertainment and Arts
90,40,37,83,44,55,45,87,36,52,56,46,Marathi,Media and Journalism
49,37,56,54,74,87,36,79,78,62,85,80,Science,Interdisciplinary Fields
70,60,45,78,68,75,72,90,51,34,31,71,Drawing,Set Designer/Illustrator for Theatre or Film
72,77,48,72,48,65,85,79,81,83,31,40,Geography,Geotechnical Engineer
87,40,54,77,51,37,55,63,45,48,75,79,Marathi,Media and Journalism
87,47,40,37,51,87,31,58,65,34,69,64,Marathi,Media and Journalism
86,84,55,67,72,74,85,71,63,66,50,58,Marathi,Government and Administrative Services
61,60,82,79,86,56,36,86,54,39,43,83,History,Archaeologist
54,69,48,53,77,87,62,88,85,81,36,63,Drawing,Concept Artist
64,88,52,43,33,37,53,50,52,75,61,79,Urdu,Literature and Education
69,36,81,31,58,73,35,55,50,59,77,68,Hindi,Entertainment and Arts
81,67,58,72,55,85,80,61,63,31,81,88,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
51,61,53,69,54,83,71,40,55,51,43,59,Science,Education and Academia
68,73,35,85,51,48,83,33,76,33,49,66,English,Literature and Education
57,77,74,77,63,63,57,75,45,40,75,40,Urdu,Media and Journalism
35,72,40,56,32,51,71,78,51,32,65,46,Drawing,Fine Artist
57,48,81,84,55,57,85,45,54,73,66,43,Geography,Disaster Management Specialist
60,48,79,77,70,87,41,90,66,67,82,62,Drawing,Visual Development Artist
74,55,36,55,52,74,46,90,53,68,59,58,Drawing,Fashion Designer
37,57,86,65,63,30,56,84,33,73,53,80,Hindi,Media and Journalism
57,78,31,34,67,66,73,66,77,57,44,34,Urdu,Media and Journalism
31,75,45,83,40,90,90,76,56,85,65,71,Science,Interdisciplinary Fields
71,62,30,43,36,56,40,56,78,87,33,31,Environmental Studies,Environmental Scientist
51,89,64,88,65,44,87,59,54,61,75,70,Urdu,Literature and Education
36,56,64,84,66,80,62,35,51,54,48,44,English,Corporate and Business Communication
66,44,60,85,77,46,85,64,76,39,83,85,English,Corporate and Business Communication
81,90,57,33,51,49,39,88,69,59,61,89,Urdu,Literature and Education
62,76,42,32,58,77,46,35,45,49,63,65,Science,Education and Academia
37,83,77,77,36,51,30,32,49,75,61,82,Urdu,Government and Administrative Services
84,78,66,37,78,53,40,56,51,78,42,53,Marathi,Government and Administrative Services
58,77,55,32,80,47,56,44,87,38,40,82,Sports,Professional Athlete
45,40,81,90,82,68,34,50,60,73,56,75,English,Media and Journalism
49,89,77,54,80,38,78,37,54,85,56,81,Urdu,Literature and Education
43,69,87,45,30,81,57,66,57,63,45,38,Hindi,Entertainment and Arts
34,49,89,43,76,49,53,63,55,39,75,65,Hindi,Entertainment and Arts
81,40,42,75,75,53,63,45,88,68,46,72,Sports,Physical Therapist
34,34,65,49,63,77,64,65,47,44,31,66,Science,Interdisciplinary Fields
66,65,76,46,78,79,50,53,58,80,52,77,Environmental Studies,Environmental Scientist
37,37,76,32,33,67,59,39,64,61,50,49,Hindi,Government and Administrative Services
71,71,33,68,86,46,30,80,80,51,70,62,History,Archaeologist
88,79,80,62,38,79,63,55,69,74,45,90,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
72,31,85,35,63,79,54,85,40,87,86,55,Environmental Studies,Environmental Scientist
73,33,66,31,78,64,54,41,57,30,62,86,Computer,Software Developer
60,70,40,70,43,65,30,48,84,58,59,37,Sports,Sports Nutritionist/Dietitian
65,59,82,70,85,85,75,82,36,30,75,51,History,Genealogist
66,48,41,41,56,33,81,60,55,48,86,61,Math,Mathematics and Actuarial Science
33,39,64,52,60,36,46,37,33,55,89,66,Math,Aviation and Aerospace
90,68,34,80,89,49,34,72,43,67,47,58,Marathi,Entertainment and Arts
89,76,35,81,57,31,79,40,69,31,43,87,Marathi,Literature and Education
64,42,65,73,37,87,52,55,37,36,72,34,Science,Allied Healthcare Professions
38,64,59,30,85,54,62,58,33,77,85,69,History,Archaeologist
65,74,84,85,59,48,47,66,70,49,88,37,Math,Mathematics and Actuarial Science
31,88,41,80,56,41,65,83,45,67,81,70,Urdu,Entertainment and Arts
57,79,46,69,32,62,51,83,60,40,66,78,Drawing,Product Designer
48,71,43,33,74,84,75,89,33,63,39,80,Drawing,3D Artist
37,53,49,80,68,85,71,52,77,59,42,70,Science,Interdisciplinary Fields
87,82,76,39,76,39,72,71,49,36,81,38,Marathi,Literature and Education
32,87,50,60,31,90,35,61,60,89,60,46,Science,Interdisciplinary Fields
73,64,87,48,63,53,67,87,64,84,31,70,Hindi,Media and Journalism
64,58,34,57,38,71,61,38,67,58,57,58,Science,Allied Healthcare Professions
30,37,86,78,56,37,31,83,76,38,67,78,Hindi,Entertainment and Arts
31,59,58,41,84,61,32,41,63,47,69,33,History,Historian
32,60,49,60,67,73,85,55,70,70,44,52,Geography,Geographic Information Systems (GIS) Specialist
68,75,59,69,40,46,59,54,71,41,85,44,Math,Aviation and Aerospace
85,40,89,58,40,60,87,54,81,85,49,38,Hindi,Entertainment and Arts
39,87,78,67,43,65,87,30,79,62,36,54,Urdu,Literature and Education
81,75,66,88,50,76,33,69,79,69,32,65,English,Media and Journalism
87,48,74,63,82,80,87,77,72,55,63,59,Marathi,Literature and Education
53,53,58,41,74,75,41,71,54,86,76,60,Environmental Studies,Environmental Scientist
64,76,78,72,31,75,67,51,80,53,76,53,Sports,Physical Therapist
85,73,42,54,61,87,52,33,77,51,82,86,Science,Research and Development
33,86,56,70,46,38,43,56,49,84,85,84,Urdu,Literature and Education
31,46,40,59,90,72,60,79,42,64,74,79,History,Historian
33,43,34,66,55,49,53,41,46,36,88,73,Math,Mathematics and Actuarial Science
35,39,48,90,66,74,34,82,76,79,58,31,English,Corporate and Business Communication
30,36,43,71,87,39,38,81,49,84,72,31,History,Cultural Heritage Manager
61,46,71,79,79,67,33,55,83,67,51,34,Sports,Fitness Trainer
81,37,70,30,75,43,81,87,38,64,82,40,Drawing,Architect
38,60,55,87,72,75,64,43,83,61,46,72,English,Media and Journalism
48,48,30,46,44,46,77,74,34,36,77,72,Geography,Archaeologist
74,50,60,88,58,86,60,59,42,90,58,42,Environmental Studies,Environmental Scientist
85,33,38,54,85,39,41,47,64,41,78,55,Marathi,Entertainment and Arts
82,33,51,70,49,74,56,66,89,58,31,44,Sports,Professional Athlete
84,62,79,81,32,88,56,51,62,68,82,35,Science,Research and Development
80,62,46,89,70,60,64,55,89,54,80,81,English,Media and Journalism
86,44,69,64,34,56,51,85,41,54,79,79,Marathi,Government and Administrative Services
34,62,38,45,52,33,50,31,82,46,40,59,Sports,Fitness Trainer
54,31,38,83,73,34,46,54,55,68,64,50,English,Media and Journalism
83,68,65,46,49,87,56,75,89,69,58,87,Sports,Sports Nutritionist/Dietitian
65,49,83,37,63,66,81,54,31,30,39,69,Hindi,Media and Journalism
44,46,85,75,80,67,84,44,55,77,71,78,Hindi,Government and Administrative Services
60,33,83,72,88,37,72,79,73,56,82,88,History,Genealogist
31,90,39,61,48,34,52,45,43,36,36,74,Urdu,Government and Administrative Services
40,83,80,38,69,42,48,73,79,82,69,34,Urdu,Entertainment and Arts
69,75,57,75,36,80,48,46,81,77,33,43,Sports,Fitness Trainer
37,87,38,48,43,67,79,69,88,87,81,30,Sports,Fitness Trainer
69,64,50,38,38,38,65,40,55,50,77,88,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
66,69,89,69,65,60,60,63,33,72,79,53,Hindi,Entertainment and Arts
57,51,70,67,65,69,31,76,31,39,32,81,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
43,39,30,64,72,40,51,39,41,76,50,73,Environmental Studies,Environmental Scientist
85,34,51,77,61,80,41,68,87,45,60,59,Sports,Fitness Trainer
73,52,86,44,30,84,70,85,83,90,86,47,Environmental Studies,Environmental Scientist
69,74,65,48,31,41,59,53,41,90,78,58,Environmental Studies,Environmental Scientist
55,55,54,67,63,66,44,61,84,64,63,35,Sports,Fitness Trainer
69,73,51,36,68,68,60,90,50,68,79,87,Drawing,Graphic Designer
38,49,69,57,89,69,53,30,76,48,56,32,History,Historian
40,89,38,64,52,35,33,80,53,58,72,67,Urdu,Entertainment and Arts
40,51,33,42,57,69,54,45,59,83,60,88,Computer,Software Developer
79,58,86,88,87,90,53,30,39,78,64,39,Science,Education and Academia
47,30,70,59,38,87,43,44,85,84,69,63,Science,Interdisciplinary Fields
46,65,57,30,65,68,81,84,37,61,89,67,Math,Research and Development (R&D)
33,33,65,41,80,77,57,30,85,41,62,64,Sports,Physical Therapist
84,73,70,56,53,42,81,58,90,87,58,77,Sports,Sports Coach
48,30,45,60,41,77,34,71,44,88,81,50,Environmental Studies,Environmental Scientist
88,60,84,88,60,85,47,45,31,90,38,68,Environmental Studies,Environmental Scientist
52,71,48,90,61,60,62,71,40,50,66,35,English,Media and Journalism
55,66,55,53,48,88,86,58,80,43,51,39,Science,Interdisciplinary Fields
30,78,56,33,87,53,88,57,38,46,88,48,Geography,Cartographer
64,51,32,75,52,76,54,39,44,80,40,47,Environmental Studies,Environmental Scientist
79,42,48,84,87,37,77,49,87,70,84,58,History,Genealogist
84,32,55,65,31,54,87,76,72,60,50,67,Geography,Meteorologist
55,88,87,62,62,51,80,55,82,67,39,55,Urdu,Literature and Education
58,83,36,54,67,43,41,43,30,59,35,36,Urdu,Government and Administrative Services
65,69,81,48,75,63,38,53,61,44,75,78,Hindi,Literature and Education
86,82,41,38,44,79,86,57,33,75,53,50,Marathi,Media and Journalism
59,43,65,60,81,60,40,40,68,78,65,56,History,Genealogist
55,89,75,30,70,34,73,43,81,53,59,56,Urdu,Media and Journalism
89,41,33,76,48,47,32,66,50,87,34,36,Marathi,Media and Journalism
43,36,31,62,44,50,87,84,63,82,52,80,Geography,Geologist
43,69,87,76,60,45,73,51,74,60,44,77,Hindi,Media and Journalism
36,60,60,75,81,73,50,36,57,43,71,83,Computer,Software Developer
57,77,51,48,52,40,70,86,37,84,54,48,Drawing,Comic Artist/Cartoonist
57,77,90,72,49,41,88,78,78,44,66,62,Hindi,Media and Journalism
48,63,80,46,57,85,32,55,31,53,85,54,Science,Research and Development
59,75,67,85,79,58,56,68,34,30,77,78,English,Corporate and Business Communication
37,58,41,38,88,68,87,65,89,83,71,76,Sports,Professional Athlete
49,39,37,57,57,59,77,45,65,42,38,46,Geography,Archaeologist
74,54,30,87,69,68,66,70,49,79,57,33,English,Government and Administrative Services
75,70,59,82,41,36,37,63,56,48,30,43,English,Entertainment and Arts
35,79,41,71,37,30,50,36,31,35,52,47,Urdu,Entertainment and Arts
30,33,56,32,46,78,57,44,46,77,62,69,Science,Interdisciplinary Fields
31,76,53,64,44,55,30,89,75,71,46,40,Drawing,3D Artist
88,67,62,77,54,60,72,31,40,76,39,36,Marathi,Government and Administrative Services
71,53,74,58,86,53,69,79,78,80,85,69,History,Museum Professional
78,46,42,80,68,33,47,75,88,50,78,82,Sports,Sports Coach
87,46,37,64,33,61,74,85,63,44,71,53,Marathi,Media and Journalism
42,82,63,56,40,53,79,40,85,40,31,45,Sports,Professional Athlete
80,70,56,70,69,38,71,74,34,48,73,88,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
63,68,82,69,32,37,74,66,41,62,65,53,Hindi,Literature and Education
40,33,37,31,51,84,34,58,70,45,74,79,Science,Education and Academia
84,59,88,31,65,81,71,40,76,54,71,62,Hindi,Government and Administrative Services
54,35,39,53,85,30,69,86,62,39,52,55,Drawing,Comic Artist/Cartoonist
74,41,84,75,38,37,73,54,45,62,74,41,Hindi,Literature and Education
50,81,61,33,43,86,37,53,88,88,55,56,Sports,Sports Coach
70,56,49,44,63,61,68,36,64,30,52,34,Marathi,Media and Journalism
87,80,34,73,49,53,30,81,32,38,48,75,Marathi,Entertainment and Arts
45,34,53,44,33,87,52,70,89,52,49,67,Sports,Professional Athlete
68,69,63,47,55,81,56,82,41,82,51,78,Drawing,Fashion Designer
73,37,31,63,73,69,63,40,42,86,64,42,Environmental Studies,Environmental Scientist
45,50,38,55,66,59,84,49,59,52,60,51,Geography,Geologist
52,61,47,36,31,57,72,44,88,73,68,39,Sports,Sports Coach
39,86,37,32,82,75,66,88,49,36,71,71,Drawing,Visual Development Artist
64,87,68,83,47,67,43,61,62,78,64,78,Urdu,Entertainment and Arts
40,47,88,56,86,38,48,41,70,50,58,63,Hindi,Entertainment and Arts
62,41,36,67,51,55,83,83,58,45,76,52,Geography,Archaeologist
67,47,45,65,39,89,31,85,32,73,30,89,Science,Healthcare and Medicine
85,60,44,39,61,39,32,84,35,60,51,76,Marathi,Entertainment and Arts
48,72,48,66,72,76,67,58,83,77,87,47,Math,Aviation and Aerospace
79,61,71,43,73,59,74,81,41,54,72,85,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
81,57,66,61,38,61,80,53,83,66,63,63,Sports,Sports Nutritionist/Dietitian
70,30,83,79,76,54,64,56,39,40,54,32,Hindi,Literature and Education
82,42,41,46,74,88,62,90,79,72,44,48,Drawing,3D Artist
33,64,40,68,36,56,76,44,41,58,60,30,Geography,Meteorologist
79,66,47,69,39,59,37,50,72,51,45,69,Marathi,Entertainment and Arts
85,39,46,57,69,48,63,50,72,82,73,68,Marathi,Literature and Education
70,63,82,45,53,90,41,70,81,49,79,79,Science,Research and Development
33,45,61,72,30,45,47,38,52,66,80,58,Math,Research and Development (R&D)
50,60,65,87,89,37,84,52,40,56,75,33,History,Cultural Heritage Manager
76,51,58,36,84,30,88,67,67,84,85,71,Geography,Archaeologist
78,76,89,47,90,78,33,46,36,32,84,90,History,Genealogist
88,48,33,42,76,80,52,87,78,31,73,77,Marathi,Media and Journalism
68,89,72,45,67,77,80,77,48,35,51,88,Urdu,Government and Administrative Services
83,80,53,61,86,30,77,84,44,73,85,85,History,Historian
41,34,82,69,84,66,33,64,67,47,67,53,History,Documentary Filmmaker
57,44,69,58,66,48,78,54,88,41,66,30,Sports,Fitness Trainer
87,33,41,66,70,61,59,90,68,61,66,79,Drawing,Architect
84,73,72,88,30,35,36,70,88,33,54,34,English,Literature and Education
75,42,37,56,78,61,73,82,86,49,65,31,Sports,Physical Therapist
84,75,50,69,60,57,64,89,81,70,48,39,Drawing,3D Artist
55,83,41,45,73,33,60,72,50,87,86,70,Environmental Studies,Environmental Scientist
50,70,61,75,66,55,34,68,36,45,57,43,English,Media and Journalism
89,65,49,47,73,71,45,67,55,43,48,61,Marathi,Literature and Education
66,45,42,64,90,71,73,35,60,86,63,59,History,Museum Professional
63,43,80,88,33,76,65,43,71,69,80,77,English,Entertainment and Arts
68,67,64,80,47,60,51,47,66,33,87,68,Math,Finance and Investment
37,45,78,73,77,31,46,42,50,55,43,49,Hindi,Media and Journalism
46,81,63,39,31,47,58,85,60,83,67,77,Drawing,Concept Artist
38,45,64,68,84,50,47,87,67,84,59,84,Drawing,Visual Development Artist
75,46,90,76,81,76,88,87,32,33,72,89,Hindi,Government and Administrative Services
52,52,57,44,59,35,65,88,41,49,79,87,Drawing,Concept Artist
41,31,71,46,44,57,88,83,62,67,46,73,Geography,Geospatial Analyst
54,77,82,50,35,58,87,60,78,30,48,45,Geography,Meteorologist
87,60,60,82,73,34,39,56,88,73,87,57,Sports,Sports Coach
77,85,61,36,73,34,69,69,49,47,41,66,Urdu,Entertainment and Arts
73,31,71,88,59,33,90,61,84,78,43,32,Geography,Geographic Information Systems (GIS) Specialist
89,61,32,86,57,50,84,31,62,37,60,70,Marathi,Entertainment and Arts
40,82,69,47,42,69,56,39,36,47,71,71,Urdu,Literature and Education
78,85,38,36,53,70,41,85,62,88,46,40,Environmental Studies,Environmental Scientist
41,33,41,59,39,53,83,77,42,57,49,65,Geography,Disaster Management Specialist
60,74,74,43,34,37,54,88,75,32,30,64,Drawing,Graphic Designer
33,50,34,36,65,66,79,58,46,73,85,72,Math,Aviation and Aerospace
83,52,75,48,45,87,53,76,45,48,46,38,Science,Interdisciplinary Fields
64,43,67,36,37,73,85,44,82,67,32,85,Geography,Geospatial Analyst
66,89,86,55,73,59,76,84,40,35,66,79,Urdu,Government and Administrative Services
34,75,42,41,68,30,71,30,90,45,43,82,Sports,Professional Athlete
70,35,70,65,65,67,35,37,60,46,56,73,Computer,Artificial Intelligence (AI) / Machine Learning Engineer
47,47,43,41,42,57,80,74,82,51,60,31,Sports,Professional Athlete
68,48,31,73,66,34,59,49,53,82,88,79,Math,Architecture
78,81,80,37,33,60,47,80,52,88,69,58,Environmental Studies,Environmental Scientist
83,32,65,70,54,89,90,41,36,61,38,81,Geography,Disaster Management Specialist
49,68,71,69,59,47,77,43,34,68,90,63,Math,Aviation and Aerospace
63,85,50,77,41,49,49,46,83,64,58,33,Urdu,Literature and Education
37,53,39,70,88,88,30,52,90,44,83,87,Sports,Fitness Trainer
82,30,66,76,42,32,81,49,63,45,64,56,Marathi,Government and Administrative Services
85,59,49,78,70,46,86,65,86,53,71,42,Geography,Environmental Consultant
